point_index,timestamp_utc,status,setpoints_json,measurements_json,trace_name,trace_points,trace_peak_dbm
229,2026-09-03T07:59:21.394996+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 8858585.85859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.906358999999995
230,2026-09-03T07:59:21.511626+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 9160606.06061, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.917739
231,2026-09-03T07:59:21.665496+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 9462626.26263, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.897727
232,2026-09-03T07:59:21.798993+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 9764646.46465, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.894839
233,2026-09-03T07:59:21.972259+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 10066666.6667, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.910851
234,2026-09-03T07:59:22.137382+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 10368686.8687, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.925067
235,2026-09-03T07:59:22.335742+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 10670707.0707, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.897187
236,2026-09-03T07:59:22.493846+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 10972727.2727, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.919838999999996
237,2026-09-03T07:59:22.652545+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 11274747.4747, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886747
238,2026-09-03T07:59:22.860814+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 11576767.6768, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.888467
239,2026-09-03T07:59:23.018888+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 11878787.8788, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.875299
240,2026-09-03T07:59:23.145952+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 12180808.0808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.897594
241,2026-09-03T07:59:23.292506+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 12482828.2828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.914659
242,2026-09-03T07:59:23.452732+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 12784848.4848, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.906647
243,2026-09-03T07:59:23.613461+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 13086868.6869, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.908704
244,2026-09-03T07:59:23.740226+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 13388888.8889, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.939745
245,2026-09-03T07:59:23.961198+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 13690909.0909, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93609699999999
246,2026-09-03T07:59:24.071183+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 13992929.2929, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.95316
247,2026-09-03T07:59:24.231901+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 14294949.4949, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.957742999999994
248,2026-09-03T07:59:24.339224+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 14596969.697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.013311
249,2026-09-03T07:59:24.509234+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 14898989.899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.023123999999996
250,2026-09-03T07:59:24.633481+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 15201010.101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.083443
251,2026-09-03T07:59:24.854948+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 15503030.303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.016629
252,2026-09-03T07:59:25.035724+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 15805050.5051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.069281
253,2026-09-03T07:59:25.187467+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 16107070.7071, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.083357
254,2026-09-03T07:59:25.344135+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 16409090.9091, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.073843
255,2026-09-03T07:59:25.507399+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 16711111.1111, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.12635999999999
256,2026-09-03T07:59:25.632114+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 17013131.3131, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.135867000000005
257,2026-09-03T07:59:25.803219+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 17315151.5152, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.16228000000001
258,2026-09-03T07:59:25.926142+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 17617171.7172, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.170102
259,2026-09-03T07:59:26.101759+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 17919191.9192, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.13796500000001
260,2026-09-03T07:59:26.224112+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 18221212.1212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.174117
261,2026-09-03T07:59:26.420426+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 18523232.3232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.096273
262,2026-09-03T07:59:26.540600+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 18825252.5253, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.07142
263,2026-09-03T07:59:26.753904+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 19127272.7273, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.0516
264,2026-09-03T07:59:26.965659+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 19429292.9293, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.031240999999994
265,2026-09-03T07:59:27.120580+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 19731313.1313, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.98354
266,2026-09-03T07:59:27.399112+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 20033333.3333, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.964455
267,2026-09-03T07:59:27.510324+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 20335353.5354, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.992961
268,2026-09-03T07:59:27.673873+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 20637373.7374, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.93798000000001
269,2026-09-03T07:59:27.794789+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 20939393.9394, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.929937
270,2026-09-03T07:59:27.985378+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 21241414.1414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.97809
271,2026-09-03T07:59:28.144765+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 21543434.3434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.903384
272,2026-09-03T07:59:28.287181+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 21845454.5455, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.901949
273,2026-09-03T07:59:28.437694+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 22147474.7475, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.942165
274,2026-09-03T07:59:28.605330+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 22449494.9495, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.872272
275,2026-09-03T07:59:28.719837+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 22751515.1515, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.895051
276,2026-09-03T07:59:28.918837+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 23053535.3535, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.87113599999999
277,2026-09-03T07:59:29.028709+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 23355555.5556, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.905945
278,2026-09-03T07:59:29.225389+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 23657575.7576, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.876951
279,2026-09-03T07:59:29.387515+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 23959595.9596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.863865
280,2026-09-03T07:59:29.587950+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 24261616.1616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.864398
281,2026-09-03T07:59:29.740227+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 24563636.3636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88555199999999
282,2026-09-03T07:59:29.948681+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 24865656.5657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886188000000004
283,2026-09-03T07:59:30.079310+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 25167676.7677, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.924169
284,2026-09-03T07:59:30.197359+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 25469696.9697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.920355
285,2026-09-03T07:59:30.466315+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 25771717.1717, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.899369
286,2026-09-03T07:59:30.633200+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 26073737.3737, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88034
287,2026-09-03T07:59:30.759777+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 26375757.5758, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.954907000000006
288,2026-09-03T07:59:30.923292+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 26677777.7778, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.933771
289,2026-09-03T07:59:31.096932+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 26979797.9798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.937181
290,2026-09-03T07:59:31.263671+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 27281818.1818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.931277
291,2026-09-03T07:59:31.421466+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 27583838.3838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.945129
292,2026-09-03T07:59:31.595359+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 27885858.5859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.018433
293,2026-09-03T07:59:31.719179+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 28187878.7879, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.015298
294,2026-09-03T07:59:31.899591+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 28489898.9899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.061108
295,2026-09-03T07:59:32.071071+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 28791919.1919, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.014483
296,2026-09-03T07:59:32.247301+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 29093939.3939, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.036878
297,2026-09-03T07:59:32.363367+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 29395959.596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.106254
298,2026-09-03T07:59:32.541680+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 29697979.798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.094874000000004
299,2026-09-03T07:59:32.718965+00:00,ok,"{""keithley.B.current"": 0.033333, ""rigol.1.frequency"": 30000000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.17388100000001
300,2026-09-03T07:59:33.058327+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 100000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.139877
301,2026-09-03T07:59:33.276212+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 402020.20202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.1537
302,2026-09-03T07:59:33.399852+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 704040.40404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.153690999999995
303,2026-09-03T07:59:33.567046+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 1006060.60606, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.170511
304,2026-09-03T07:59:33.696507+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 1308080.80808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.145014
305,2026-09-03T07:59:33.856523+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 1610101.0101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.091139
306,2026-09-03T07:59:34.028261+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 1912121.21212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.110156
307,2026-09-03T07:59:34.196764+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 2214141.41414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.087312
308,2026-09-03T07:59:34.304273+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 2516161.61616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.02678999999999
309,2026-09-03T07:59:34.480965+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 2818181.81818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.08473
310,2026-09-03T07:59:34.579933+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 3120202.0202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.977792
311,2026-09-03T07:59:34.756236+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 3422222.22222, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.961566
312,2026-09-03T07:59:34.973875+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 3724242.42424, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.955379
313,2026-09-03T07:59:35.155623+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 4026262.62626, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.944205
314,2026-09-03T07:59:35.261240+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 4328282.82828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.95309
315,2026-09-03T07:59:35.447230+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 4630303.0303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.935567
316,2026-09-03T07:59:35.595890+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 4932323.23232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.902315
317,2026-09-03T07:59:35.787412+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 5234343.43434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.931569
318,2026-09-03T07:59:35.919437+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 5536363.63636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.946133
319,2026-09-03T07:59:36.110200+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 5838383.83838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.875665999999995
320,2026-09-03T07:59:36.228467+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 6140404.0404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.89654900000001
321,2026-09-03T07:59:36.415036+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 6442424.24242, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.868652
322,2026-09-03T07:59:36.532797+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 6744444.44444, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.878535
323,2026-09-03T07:59:36.698238+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 7046464.64646, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.857237
324,2026-09-03T07:59:36.908300+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 7348484.84849, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.900454
325,2026-09-03T07:59:37.074011+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 7650505.05051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.908255999999994
326,2026-09-03T07:59:37.238164+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 7952525.25252, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.880922
327,2026-09-03T07:59:37.349354+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 8254545.45454, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.912831
328,2026-09-03T07:59:37.509270+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 8556565.65657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.899023
329,2026-09-03T07:59:37.616270+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 8858585.85859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.914694
330,2026-09-03T07:59:37.785291+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 9160606.06061, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.89444
331,2026-09-03T07:59:37.943891+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 9462626.26263, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.906329
332,2026-09-03T07:59:38.125309+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 9764646.46465, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.906774
333,2026-09-03T07:59:38.280121+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 10066666.6667, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.936198000000005
334,2026-09-03T07:59:38.513840+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 10368686.8687, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.954657
335,2026-09-03T07:59:38.692218+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 10670707.0707, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.989436
336,2026-09-03T07:59:38.806569+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 10972727.2727, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.977739
337,2026-09-03T07:59:38.986834+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 11274747.4747, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.990301
338,2026-09-03T07:59:39.139870+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 11576767.6768, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.04035300000001
339,2026-09-03T07:59:39.314640+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 11878787.8788, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.024892
340,2026-09-03T07:59:39.482715+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 12180808.0808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.034419
341,2026-09-03T07:59:39.650607+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 12482828.2828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.083843
342,2026-09-03T07:59:39.753533+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 12784848.4848, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.173262
343,2026-09-03T07:59:39.945380+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 13086868.6869, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.133398
344,2026-09-03T07:59:40.123154+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 13388888.8889, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.149603
345,2026-09-03T07:59:40.281127+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 13690909.0909, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.159454
346,2026-09-03T07:59:40.436632+00:00,ok,"{""keithley.B.current"": 0.05, ""rigol.1.frequency"": 13992929.2929, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.219477
