point_index,timestamp_utc,status,setpoints_json,measurements_json,trace_name,trace_points,trace_peak_dbm
517,2026-09-03T08:00:08.004295+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 5234343.43434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.135684
518,2026-09-03T08:00:08.175587+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 5536363.63636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.116226
519,2026-09-03T08:00:08.330908+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 5838383.83838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.095893
520,2026-09-03T08:00:08.499587+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 6140404.0404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.134507
521,2026-09-03T08:00:08.611749+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 6442424.24242, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.17396600000001
522,2026-09-03T08:00:08.787495+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 6744444.44444, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.13769
523,2026-09-03T08:00:08.904152+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 7046464.64646, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.112192
524,2026-09-03T08:00:09.080021+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 7348484.84849, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.154917
525,2026-09-03T08:00:09.242181+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 7650505.05051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.0753
526,2026-09-03T08:00:09.399343+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 7952525.25252, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.047062
527,2026-09-03T08:00:09.520882+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 8254545.45454, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.041145
528,2026-09-03T08:00:09.700050+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 8556565.65657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.995315
529,2026-09-03T08:00:09.812072+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 8858585.85859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.02209400000001
530,2026-09-03T08:00:09.973578+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 9160606.06061, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.01830199999999
531,2026-09-03T08:00:10.092750+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 9462626.26263, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.96147599999999
532,2026-09-03T08:00:10.265194+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 9764646.46465, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.953089000000006
533,2026-09-03T08:00:10.369534+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 10066666.6667, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.977129
534,2026-09-03T08:00:10.543157+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 10368686.8687, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.90745
535,2026-09-03T08:00:10.660583+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 10670707.0707, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.90988
536,2026-09-03T08:00:10.874764+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 10972727.2727, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.896733999999995
537,2026-09-03T08:00:11.072804+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 11274747.4747, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.923039
538,2026-09-03T08:00:11.249678+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 11576767.6768, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.890879
539,2026-09-03T08:00:11.363053+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 11878787.8788, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.940719
540,2026-09-03T08:00:11.487940+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 12180808.0808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.894745
541,2026-09-03T08:00:11.587207+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 12482828.2828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.866423999999995
542,2026-09-03T08:00:11.710753+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 12784848.4848, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.862741
543,2026-09-03T08:00:11.795944+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 13086868.6869, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.919038
544,2026-09-03T08:00:11.880945+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 13388888.8889, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.880792
545,2026-09-03T08:00:12.003166+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 13690909.0909, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.863106
546,2026-09-03T08:00:12.114657+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 13992929.2929, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.866092
547,2026-09-03T08:00:12.232908+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 14294949.4949, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.895667
548,2026-09-03T08:00:12.367898+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 14596969.697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.931201
549,2026-09-03T08:00:12.458091+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 14898989.899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.946992
550,2026-09-03T08:00:12.544019+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 15201010.101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.928785
551,2026-09-03T08:00:12.670401+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 15503030.303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.889568
552,2026-09-03T08:00:12.825581+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 15805050.5051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.969088
553,2026-09-03T08:00:12.957804+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 16107070.7071, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.910889
554,2026-09-03T08:00:13.082067+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 16409090.9091, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.950756999999996
555,2026-09-03T08:00:13.186857+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 16711111.1111, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.983236
556,2026-09-03T08:00:13.304680+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 17013131.3131, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.95729899999999
557,2026-09-03T08:00:13.385231+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 17315151.5152, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.007725
558,2026-09-03T08:00:13.504816+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 17617171.7172, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.009412999999995
559,2026-09-03T08:00:13.621875+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 17919191.9192, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.007282000000004
560,2026-09-03T08:00:13.721869+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 18221212.1212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.07034899999999
561,2026-09-03T08:00:13.816331+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 18523232.3232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.05711199999999
562,2026-09-03T08:00:13.933547+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 18825252.5253, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.102237
563,2026-09-03T08:00:14.018625+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 19127272.7273, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.124932
564,2026-09-03T08:00:14.149558+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 19429292.9293, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.12568499999999
565,2026-09-03T08:00:14.244923+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 19731313.1313, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.187784
566,2026-09-03T08:00:14.326856+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 20033333.3333, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.171431
567,2026-09-03T08:00:14.457027+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 20335353.5354, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.137856
568,2026-09-03T08:00:14.556318+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 20637373.7374, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.087726
569,2026-09-03T08:00:14.703856+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 20939393.9394, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.123702
570,2026-09-03T08:00:14.820292+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 21241414.1414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.158067
571,2026-09-03T08:00:15.004966+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 21543434.3434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.036013999999994
572,2026-09-03T08:00:15.110089+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 21845454.5455, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.02046
573,2026-09-03T08:00:15.230148+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 22147474.7475, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.029535
574,2026-09-03T08:00:15.322335+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 22449494.9495, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.97684099999999
575,2026-09-03T08:00:15.439188+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 22751515.1515, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.951686
576,2026-09-03T08:00:15.523105+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 23053535.3535, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.974396999999996
577,2026-09-03T08:00:15.605906+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 23355555.5556, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.938634
578,2026-09-03T08:00:15.725003+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 23657575.7576, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.971406
579,2026-09-03T08:00:15.818173+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 23959595.9596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.903149
580,2026-09-03T08:00:15.908294+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 24261616.1616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.966897
581,2026-09-03T08:00:16.046197+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 24563636.3636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886919
582,2026-09-03T08:00:16.142016+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 24865656.5657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886381
583,2026-09-03T08:00:16.269397+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 25167676.7677, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.88915
584,2026-09-03T08:00:16.355491+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 25469696.9697, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.886103000000006
585,2026-09-03T08:00:16.473049+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 25771717.1717, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.871359
586,2026-09-03T08:00:16.570966+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 26073737.3737, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.883657
587,2026-09-03T08:00:16.691100+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 26375757.5758, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.868696
588,2026-09-03T08:00:16.789530+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 26677777.7778, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.868948
589,2026-09-03T08:00:16.949282+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 26979797.9798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.86689799999999
590,2026-09-03T08:00:17.048071+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 27281818.1818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.859743
591,2026-09-03T08:00:17.179599+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 27583838.3838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.939837
592,2026-09-03T08:00:17.270014+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 27885858.5859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.899588
593,2026-09-03T08:00:17.380693+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 28187878.7879, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.923289
594,2026-09-03T08:00:17.483985+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 28489898.9899, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.92396099999999
595,2026-09-03T08:00:17.568543+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 28791919.1919, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.909546
596,2026-09-03T08:00:17.684882+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 29093939.3939, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.94451600000001
597,2026-09-03T08:00:17.796444+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 29395959.596, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.942349
598,2026-09-03T08:00:17.910570+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 29697979.798, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.9559
599,2026-09-03T08:00:18.031546+00:00,ok,"{""keithley.B.current"": 0.083333, ""rigol.1.frequency"": 30000000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.95291900000001
600,2026-09-03T08:00:18.181444+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 100000.0, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.952287
601,2026-09-03T08:00:18.355775+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 402020.20202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.01754799999999
602,2026-09-03T08:00:18.451732+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 704040.40404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.038728
603,2026-09-03T08:00:18.569242+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 1006060.60606, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.023083
604,2026-09-03T08:00:18.669415+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 1308080.80808, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.083485
605,2026-09-03T08:00:18.791424+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 1610101.0101, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.050845
606,2026-09-03T08:00:18.901177+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 1912121.21212, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.094644
607,2026-09-03T08:00:19.024706+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 2214141.41414, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.126194
608,2026-09-03T08:00:19.127747+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 2516161.61616, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.130145
609,2026-09-03T08:00:19.249786+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 2818181.81818, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.1984
610,2026-09-03T08:00:19.330918+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 3120202.0202, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.17856900000001
611,2026-09-03T08:00:19.456384+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 3422222.22222, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.136714
612,2026-09-03T08:00:19.576870+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 3724242.42424, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.137568
613,2026-09-03T08:00:19.661119+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 4026262.62626, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.103634
614,2026-09-03T08:00:19.784256+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 4328282.82828, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.062075
615,2026-09-03T08:00:19.876856+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 4630303.0303, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-43.043683
616,2026-09-03T08:00:19.957306+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 4932323.23232, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.999089
617,2026-09-03T08:00:20.083128+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 5234343.43434, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.97851899999999
618,2026-09-03T08:00:20.215955+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 5536363.63636, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.976594
619,2026-09-03T08:00:20.298877+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 5838383.83838, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.96274699999999
620,2026-09-03T08:00:20.423007+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 6140404.0404, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.941547
621,2026-09-03T08:00:20.516196+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 6442424.24242, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.972756
622,2026-09-03T08:00:20.601310+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 6744444.44444, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.909361
623,2026-09-03T08:00:20.718807+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 7046464.64646, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.92729299999999
624,2026-09-03T08:00:20.904516+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 7348484.84849, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.908908
625,2026-09-03T08:00:21.049760+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 7650505.05051, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.888613
626,2026-09-03T08:00:21.135893+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 7952525.25252, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.879523
627,2026-09-03T08:00:21.257921+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 8254545.45454, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.915101
628,2026-09-03T08:00:21.349356+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 8556565.65657, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.877929
629,2026-09-03T08:00:21.431354+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 8858585.85859, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.883353
630,2026-09-03T08:00:21.564030+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 9160606.06061, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.880681
631,2026-09-03T08:00:21.647997+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 9462626.26263, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.865201
632,2026-09-03T08:00:21.759574+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 9764646.46465, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.89236799999999
633,2026-09-03T08:00:21.859243+00:00,ok,"{""keithley.B.current"": 0.1, ""rigol.1.frequency"": 10066666.6667, ""rigol.1.high_level"": 0.001, ""rigol.1.low_level"": -0.001}",{},TRAC1,10001,-42.896998
